duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,imdb_score,suitable_for_kids,gross,facenumber_in_poster,budget,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews
0.1925675675675676,0.001174015131750587,0.0015218797558742372,0.005817603176688711,0.03304635185668319,0.006048166059616767,0.00240693886088753,0.39189189189189183,0,0.018432737948566418,0.023255813953488372,0.007142805608840863,0.6666666666666643,0.010474971918789969,0.08497536945812809,0.02174342755485274
0.1722972972972973,0.0038699017305852687,0.034371982412445046,0.08757792084555979,0.04191668840768763,0.056161759510786814,0.0011404305555157582,0.527027027027027,1,0.00013215811792386534,0.023255813953488372,0.0009047100469587596,0.80555555555555,0.0014795158077386963,0.054187192118226604,0.00197667523225934
0.3141891891891892,0.5216975389164276,0.0015343797949368592,0.006846815281974919,0.03891642751543613,0.008679392381625269,0.02003203521007705,0.554054054054054,1,0.01332938096314165,0.0,0.01190471061791117,0.6944444444444429,0.03432062409527609,0.22783251231527094,0.07372998616327338
0.4189189189189189,0.03365510044351683,0.0015593798730621034,0.0034015095110877533,0.013392468910340032,0.0032616242949897066,0.037224455644987976,0.527027027027027,0,0.21842309436516574,0.0,0.04761899818593848,0.80555555555555,0.1677155447399662,0.45073891625615764,0.2083415694801344
0.23310810810810811,0.03930776589268632,0.0015593798730621034,0.006598636476444912,0.032437603269849555,0.009448356092628911,0.0028396147751661217,0.6081081081081081,0,0.09219840217236508,0.0,0.013809472621539294,0.5,0.03356666283965245,0.1958128078817734,0.10160110693813007
0.20608108108108109,0.0002608922515001305,0.0003781261816443177,0.0016642578723776989,0.0005652665449169494,0.0007415551034827204,0.0008023129536291766,0.527027027027027,1,0.002662801922381422,0.06976744186046512,0.0014285195979564936,0.5833333333333286,0.005661811093054443,0.1022167487684729,0.020557422415497136
0.195945945945946,0.009522567179754762,0.017184428701339693,0.0036569876932509965,0.021262718497260632,0.020038737498629573,0.02003203521007705,0.689189189189189,0,0.05078704704225847,0.023255813953488372,0.002857091100677586,0.44444444444444287,0.09239339496798919,0.09359605911330049,0.05692824668906899
0.4222972972972973,0.0038699017305852687,0.015621923818511933,0.004219039694010131,0.022567179754761284,0.01739228417244278,0.028628245427532513,0.7297297297297296,1,0.07315858263439542,0.023255813953488372,0.0154761393747139,0.5277777777777715,0.1343690338525053,0.3435960591133005,0.29630361731567506
0.20608108108108109,0.0004783024610835726,0.0015593798730621034,0.006803019022175507,0.01861031394034264,0.0038265461500042635,0.02003203521007705,0.689189189189189,0,0.04483790019268561,0.0,0.0011904243475029783,0.55555555555555,0.009841147346754711,0.09605911330049262,0.029254793437438233
0.15540540540540543,0.0051743629880859204,0.001303129072278351,0.004540212265872494,0.02543699452126272,0.003753456529948472,0.0006647735901498893,0.12162162162162166,1,0.00216500945683266,0.046511627906976744,0.004761853104305709,0.6388888888888857,0.002660761228637271,0.0332512315270936,0.01284838900968571
0.29391891891891897,0.014566484042090619,0.0015312547851712036,0.0033650126279215755,0.001695799634750848,0.002311459234264414,0.04008985905080646,0.7432432432432432,1,0.002274548414453996,0.0,0.0011904243475029783,0.8611111111111072,0.04035468136555758,0.4408866995073891,0.04309152006325361
0.29054054054054057,0.0006957126706670146,0.03124697264678952,0.007284777879969051,0.04096008348552048,0.03407955805143073,0.02003203521007705,0.6621621621621621,0,0.044405995466029954,0.046511627906976744,0.003571376852038132,0.55555555555555,0.01599179046268602,0.09482758620689656,0.04724253805099823
0.20270270270270274,0.0038699017305852687,0.0031218847558898625,0.006459948320413437,0.02413253326376207,0.005416245386217734,0.06014768289153588,0.8513513513513513,1,0.021698224386054392,0.09302325581395349,0.000833281471822705,0.44444444444444287,0.27787614913992786,0.16379310344827586,0.10140343941490414
0.18243243243243246,0.001174015131750587,0.0007765649267653962,0.0016642578723776989,0.005000434820419167,0.001734355775907225,0.0004240797040611362,0.5675675675675675,1,2.7676321709547772e-05,0.0,0.00023804334568891652,0.5,0.0016055705545580331,0.03940886699507389,0.010081043684522634
0.39864864864864874,0.0038699017305852687,0.0014656295800924378,0.00601468634578607,0.032307157144099485,0.006559793400007309,0.02003203521007705,0.6756756756756757,0,0.0365492073869244,0.023255813953488372,0.01714280612788851,0.5833333333333286,0.02663661079620439,0.1564039408866995,0.07412532120972525
0.26689189189189194,0.0038699017305852687,0.00624689452154538,0.005255551175929575,0.031263588138098965,0.012440462413662886,0.02003203521007705,0.48648648648648657,0,0.1435571819558456,0.13953488372093023,0.014285663122446324,0.80555555555555,0.049406359077302925,0.20320197044334976,0.028266455821308562
0.19932432432432434,0.007131054874336899,0.0015140672314600983,0.0023868961590680156,0.012131489694756067,0.003107831552788978,0.08307091013808379,0.6486486486486487,1,0.07195752915377615,0.0,0.002857091100677586,0.8888888888888857,0.09293075510935989,0.28078817733990147,0.051393556038742835
0.24324324324324326,0.00013044612575006522,0.0006468770214906922,0.0029270500299274443,0.015392642838507699,0.0024500249722868525,0.0018510506001587434,0.5135135135135136,1,2.9901157149140837e-06,0.046511627906976744,0.00047613859614243194,0.8888888888888857,0.00019056163603674406,0.1145320197044335,0.003558015418066812
0.25000000000000006,0.0038699017305852687,0.004684389638717621,0.014584154513204573,0.0382641968866858,0.01107155473803462,0.02003203521007705,0.6216216216216217,0,0.15015728777885468,0.0,0.014285663122446324,0.6666666666666643,0.11466129148710276,0.32019704433497537,0.39573038149831985
0.25000000000000006,0.565179580833116,0.0624970703033447,0.18246981707762155,0.47821549699973914,0.12174751190751727,0.06874389310899134,0.6216216216216217,0,0.4394247808943072,0.0,0.04761899818593848,0.8333333333333286,0.18126909315149886,0.5541871921182265,0.14528562957106148
0.2972972972972973,0.00904426471867119,0.034371982412445046,0.0011824990145841545,0.0052613270719192974,0.03437039383123607,0.037224455644987976,0.6621621621621621,1,0.022665290135207863,0.06976744186046512,0.003571376852038132,0.9444444444444429,0.03384422000518422,0.3571428571428571,0.031033801146471637
0.39527027027027034,0.0038699017305852687,0.02030943846699521,0.005832201929955182,0.01608835550917471,0.022580124495986165,0.43838093245957627,0.8378378378378377,0,0.30036702618468925,0.023255813953488372,0.025714235144215065,0.9722222222222214,0.2796083662476283,0.6982758620689655,0.2020162087369045
0.24662162162162166,0.003304635185668319,0.028121962881134003,0.014584154513204573,0.04204713453343769,0.03476629593987161,0.06014768289153588,0.7027027027027026,1,0.0070398908326372335,0.18604651162790697,0.000833281471822705,0.8611111111111072,0.054787653973210115,0.35591133004926107,0.04427752520260921
0.29391891891891897,0.0038699017305852687,0.0015593798730621034,0.007284777879969051,0.02578485085659623,0.005940054329950908,0.005705018180984609,0.5135135135135136,1,0.0879176938697046,0.0,0.01976185388287718,0.5277777777777715,0.052958972434845084,0.21305418719211824,0.10338011464716348
0.22297297297297297,4.3482041916688424e-05,0.0031218847558898625,0.001649659119111228,0.0037394556048352032,0.003727570622845379,0.02003203521007705,0.47297297297297297,0,6.040717499698901e-06,0.09302325581395349,0.005952329356573286,0.9166666666666643,0.0024672405609850495,0.0332512315270936,0.0061276932200039535
0.320945945945946,0.03365510044351683,0.039059497060928317,0.0033650126279215755,0.011044438646838857,0.03985516073625611,0.02003203521007705,0.35135135135135137,1,0.0002448265722037305,0.0,0.003214233976357859,0.9722222222222214,0.0010273757768937508,0.08990147783251232,0.005732358173552086
0.20945945945945948,0.024741281850595705,0.0031218847558898625,0.007087694710871692,0.016001391425341335,0.006986149516999427,0.0544168760798989,0.6621621621621621,1,0.0004233959145223221,0.0,0.0005951862213691896,0.8333333333333286,0.03655291754599223,0.291871921182266,0.039928839691638664
0.22635135135135137,0.0026524045569179928,0.010934409170028657,0.002562081198265668,0.0073919471258370294,0.011793314736085563,0.07160929651480984,0.6486486486486487,1,0.008703433952633767,0.046511627906976744,0.0023809005997705553,0.8888888888888857,0.05159426705378691,0.3251231527093596,0.04348685510970548
0.1891891891891892,0.0013044612575006523,0.0015593798730621034,0.0064891458269463785,0.03509000782676754,0.00958844453106918,0.0014069130722568777,0.22972972972972971,0,0.046326021875825955,0.0,0.014285663122446324,0.55555555555555,0.009170038976364439,0.06896551724137931,0.016604071950978457
0.1925675675675676,0.039438212018436385,0.0014171919287247774,0.0006496445203579615,0.0017392816766675365,0.0015927446370491284,0.0018854354410285652,0.7567567567567568,1,0.008818087927902868,0.0,3.80433353079636e-05,0.25,0.013480164427468808,0.04802955665024631,0.026092113065823288
0.24662162162162166,0.0038699017305852687,0.02030943846699521,0.021883531146440094,0.033220280024349944,0.02670511992788491,0.04008985905080646,0.8378378378378377,0,0.38592941353226046,0.0,0.009523758113376017,0.5277777777777715,0.41707195536359987,0.28694581280788173,0.40956710812413527
0.3141891891891892,0.008131141838420734,0.03124697264678952,0.006766522139009329,0.02356726671884512,0.033883129697530795,0.10312873397881321,0.7027027027027026,0,0.11237673653945138,0.023255813953488372,0.026190425645122094,0.8611111111111072,0.1508034954448667,0.4014778325123152,0.08400869737102194
0.23310810810810811,0.026350117401513176,0.0031218847558898625,0.004489116629439846,0.024958692060179147,0.005627900744295964,0.05155147267408042,0.8378378378378377,0,0.16515747413512105,0.023255813953488372,0.014285663122446324,0.5,0.3953035433811789,0.2610837438423645,0.17315675034591815
0.3040540540540541,0.0019566918862509784,0.0624970703033447,0.007284777879969051,0.03804678667710236,0.06616285585508765,0.037224455644987976,0.7702702702702702,1,0.06960759011288653,0.023255813953488372,0.007142805608840863,0.5833333333333286,0.11720369145112094,0.17980295566502463,0.08400869737102194
0.30743243243243246,0.004348204191668841,0.02343444823265073,0.014584154513204573,0.03578572049743456,0.0301601271759389,0.11172494419626867,0.7567567567567568,0,0.10953185576778429,0.046511627906976744,0.00833328186110844,0.9166666666666643,0.06965382880936853,0.4975369458128079,0.060288594583909866
0.2837837837837838,0.0038699017305852687,0.021871943349822967,0.007284777879969051,0.022523697712844598,0.02395207757245009,0.18336002934173087,0.8243243243243243,1,0.18250380337393535,0.0,0.003571376852038132,0.8333333333333286,0.2980389905677908,0.5886699507389163,0.12551887724846808
0.3141891891891892,0.001478389425167406,0.000875002734383545,0.0036277901867180543,0.017262370640925298,0.003392576530923,0.02003203521007705,0.6756756756756757,0,0.016026809845609502,0.16279069767441862,0.006190424607026801,0.9722222222222214,0.012472910065560304,0.14655172413793105,0.01087171377742637
0.18581081081081086,0.0038699017305852687,0.000978128056650177,0.003613191433451583,0.013914253413340292,0.0031352401603099,0.02003203521007705,0.6486486486486487,1,0.010208819149063955,0.0,0.0023809005997705553,0.9166666666666643,0.022747259640820906,0.1539408866995074,0.02332476774066021
0.1891891891891892,0.018175493521175756,0.00029531342285444645,0.00118979839121739,0.006044003826419689,0.0010080276766027945,0.02003203521007705,0.6351351351351351,0,0.29735253326870265,0.046511627906976744,0.021428520636051787,0.5833333333333286,0.09493638673833046,0.15517241379310345,0.07768333662779206
0.22635135135135137,0.0038699017305852687,0.0624970703033447,0.0062044701382501935,0.02487172797634577,0.06534821113154914,0.028628245427532513,0.7567567567567568,1,0.03485159746044502,0.023255813953488372,0.0004285195460517289,0.11111111111110716,0.0883347872042004,0.31403940886699505,0.13184423799169795
0.347972972972973,0.0033481172275850075,0.04218450682658384,0.0018394429115753514,0.008348552048004176,0.04212398435882131,0.05155147267408042,0.6081081081081081,1,0.001585751459569957,0.06976744186046512,0.01190471061791117,0.9722222222222214,0.023995379176229268,0.2105911330049261,0.036370824273571856
0.21283783783783788,0.018175493521175756,0.00624689452154538,0.021883531146440094,0.01969736498825985,0.014940736499738096,0.0022149568326976913,0.5945945945945945,0,0.037248860276435675,0.046511627906976744,0.013809472621539294,0.6666666666666643,0.022651978822802534,0.14285714285714285,0.028859458390986362
0.3614864864864865,0.6956257065831812,0.0005875018359432374,0.0006058482605585483,0.003304635185668319,0.001140502612953917,0.014301228398440073,0.8108108108108107,1,0.018085031146085385,0.0,0.004523757853852194,0.7222222222222214,0.07819359405163628,0.30788177339901474,0.06226526981616921
